title,score,scored_by,rank,popularity,members,favorites,episodes,type,source,status,year,season,rating,duration,genres,themes,demographics,studios,producers,licensors
Naruto Shippuden,8.29,1834349,338.0,15,2764709,121030,500.0,TV,Manga,Finished Airing,2007.0,winter,PG-13 - Teens 13 or older,23 min per ep,"Action, Adventure, Fantasy",Martial Arts,Shounen,Studio Pierrot,"TV Tokyo, Aniplex, KSS, Rakuonsha, TV Tokyo Music",VIZ Media
Kids on the Slope,8.29,182924,340.0,649,417388,7366,12.0,TV,Manga,Finished Airing,2012.0,spring,PG-13 - Teens 13 or older,22 min per ep,"Drama, Romance","Historical, Love Polygon, Music, School",Josei,"Tezuka Productions, MAPPA","Dentsu, Fuji TV, TOHO, DAX Production, Sony Music Entertainment",Sentai Filmworks
Steins;Gate: Egoistic Poriomania,8.29,298097,341.0,554,477043,905,1.0,Special,Visual novel,Finished Airing,,,PG-13 - Teens 13 or older,24 min,"Comedy, Sci-Fi",Time Travel,,White Fox,Frontier Works,Funimation
Moomin,8.29,13938,342.0,4466,33628,874,78.0,TV,Book,Finished Airing,1990.0,spring,G - All Ages,24 min per ep,"Adventure, Fantasy, Slice of Life",Iyashikei,Kids,Telescreen,"TV Tokyo, Starchild Records, Visual 80",
That Time I Got Reincarnated as a Slime Season 2 Part 2,8.29,535181,343.0,223,922668,11069,12.0,TV,Manga,Finished Airing,2021.0,summer,PG-13 - Teens 13 or older,23 min per ep,"Action, Comedy, Fantasy","Isekai, Reincarnation",Shounen,8bit,"Kodansha, BS11, Bandai Namco Arts, Micro Magazine Publishing, Bandai Spirits, Sony Music Solutions, ADK Marketing Solutions",Crunchyroll
Swallowed Star 2nd Season,8.29,3459,345.0,7542,9270,147,26.0,ONA,Web novel,Finished Airing,,,PG-13 - Teens 13 or older,21 min per ep,"Action, Adventure, Fantasy, Sci-Fi",Martial Arts,,Sparkly Key Animation Studio,"Tencent Animation & Comics, Tencent Video",
Fog Hill of Five Elements 2nd Season,8.29,6442,346.0,5579,19664,129,4.0,ONA,Original,Finished Airing,,,R - 17+ (violence & profanity),38 min per ep,"Action, Fantasy","Historical, Martial Arts",,Samsara Animation Studio,"bilibili, Nice Boat Animation",
Moriarty the Patriot Part 2,8.29,139001,347.0,957,294366,3336,13.0,TV,Manga,Finished Airing,2021.0,spring,R - 17+ (violence & profanity),23 min per ep,"Mystery, Suspense","Adult Cast, Historical, Organized Crime, Psychological",Shounen,Production I.G,"Mainichi Broadcasting System, Shueisha, Yomiuri TV Enterprise, Bandai Namco Arts, Bandai Spirits",Funimation
Anohana: The Flower We Saw That Day,8.28,1038464,348.0,74,1715224,33239,11.0,TV,Original,Finished Airing,2011.0,spring,PG-13 - Teens 13 or older,22 min per ep,"Drama, Supernatural",,,A-1 Pictures,"Aniplex, Dentsu, Fuji TV, Fujipacific Music","NIS America, Aniplex of America"
Ace of Diamond Act II,8.28,51611,349.0,2371,102971,1092,52.0,TV,Manga,Finished Airing,2019.0,spring,PG-13 - Teens 13 or older,24 min per ep,Sports,"School, Team Sports",Shounen,Madhouse,"TV Tokyo, Sotsu, Pony Canyon, Kodansha, AT-X, DAX Production",
Fate/strange Fake,8.28,66895,350.0,1541,180656,1173,13.0,TV,Light novel,Finished Airing,2026.0,winter,R - 17+ (violence & profanity),24 min per ep,"Action, Fantasy",Urban Fantasy,,A-1 Pictures,"Aniplex, Notes, Tokyo MX, BS11, Contents Seed, INSPION Edge",
Legend of the Galactic Heroes: Die Neue These - Stellar War Part 3,8.28,15140,351.0,4669,30725,114,4.0,Movie,Novel,Finished Airing,,,R - 17+ (violence & profanity),25 min per ep,"Drama, Sci-Fi","Adult Cast, Military, Space",,Production I.G,Shochiku,
Kino's Journey,8.28,106554,352.0,770,358666,7703,13.0,TV,Light novel,Finished Airing,2003.0,spring,R - 17+ (violence & profanity),24 min per ep,"Adventure, Drama, Fantasy",,,A.C.G.T.,"WOWOW, Genco, Pony Canyon, Studio Wombat, chara-ani.com, ASCII Media Works","ADV Films, Sentai Filmworks"
You and I Are Polar Opposites,8.28,102769,353.0,1303,217126,1783,12.0,TV,Manga,Finished Airing,2026.0,winter,PG-13 - Teens 13 or older,24 min per ep,"Comedy, Romance",School,Shounen,Lapin Track,"Dentsu, Shochiku, Mainichi Broadcasting System, Tohokushinsha Film Corporation, Shueisha, Shochiku Music Publishing, AbemaTV",
Rascal Does Not Dream of a Knapsack Kid,8.28,86354,354.0,1458,191813,699,1.0,Movie,Light novel,Finished Airing,,,PG-13 - Teens 13 or older,1 hr 14 min,"Drama, Romance, Supernatural",School,,CloverWorks,"Aniplex, Kadokawa",Aniplex of America
Scissor Seven: Fragments of Memory,8.28,8279,355.0,5495,20532,89,10.0,ONA,Original,Finished Airing,,,R - 17+ (violence & profanity),15 min per ep,"Action, Adventure, Comedy, Drama, Mystery, Sci-Fi, Supernatural",,,Sharefun Studio,AHAVERSE,
Doukyusei: Classmates,8.27,159646,356.0,949,298385,6662,1.0,Movie,Manga,Finished Airing,,,PG-13 - Teens 13 or older,1 hr,Boys Love,School,,A-1 Pictures,"Aniplex, Half H.P Studio",Aniplex of America
Silver Spoon 2nd Season,8.27,94822,357.0,1738,155661,699,11.0,TV,Manga,Finished Airing,2014.0,winter,PG-13 - Teens 13 or older,24 min per ep,Comedy,School,Shounen,A-1 Pictures,"Aniplex, Dentsu, Fuji TV, Kyoraku Industrial Holdings",Aniplex of America
Haikyu!! The Movie: Battle of Concepts,8.27,43110,358.0,2309,107040,94,1.0,Movie,Manga,Finished Airing,,,PG-13 - Teens 13 or older,1 hr 28 min,Sports,"School, Team Sports",Shounen,Production I.G,,
Rurouni Kenshin,8.27,248394,360.0,489,526515,10407,94.0,TV,Manga,Finished Airing,1996.0,winter,PG-13 - Teens 13 or older,25 min per ep,"Action, Comedy, Romance","Historical, Samurai",Shounen,"Gallop, Studio Deen","Aniplex, SME Visual Works, Fuji TV","Media Blasters, Aniplex of America"
Space Dandy 2nd Season,8.27,96361,361.0,1521,183477,1968,13.0,TV,Original,Finished Airing,2014.0,summer,PG-13 - Teens 13 or older,24 min per ep,"Comedy, Sci-Fi","Adult Cast, Space",,Bones,"Bandai Visual, flying DOG, Bandai Namco Entertainment",Funimation
Steins;Gate: Open the Missing Link - Divide By Zero,8.27,162976,362.0,971,291924,491,1.0,TV Special,Visual novel,Finished Airing,,,PG-13 - Teens 13 or older,24 min,"Sci-Fi, Suspense",Time Travel,,White Fox,"Frontier Works, Media Factory, Movic, AT-X, Kadokawa Pictures Japan, Nitroplus",Funimation
Weathering with You,8.27,683695,363.0,155,1138885,13424,1.0,Movie,Original,Finished Airing,,,PG-13 - Teens 13 or older,1 hr 52 min,"Award Winning, Drama, Romance, Supernatural",,,CoMix Wave Films,"TOHO, JR East Marketing & Communications, Kadokawa, voque ting, STORY, Lawson Entertainment",GKIDS
Dororo,8.26,705190,364.0,109,1386181,23204,24.0,TV,Manga,Finished Airing,2019.0,winter,R - 17+ (violence & profanity),24 min per ep,"Action, Adventure, Fantasy","Historical, Mythology, Samurai",Shounen,"Tezuka Productions, MAPPA",Twin Engine,Sentai Filmworks
Fights Break Sphere 4,8.26,5024,365.0,7190,10474,112,24.0,ONA,Web novel,Finished Airing,,,PG-13 - Teens 13 or older,24 min per ep,"Action, Adventure, Fantasy, Romance","Historical, Martial Arts",,Motion Magic,"Tencent Video, China Literature Limited, Wanda Cinemas",
Dr. Stone,8.26,1189389,366.0,49,1971960,31606,24.0,TV,Manga,Finished Airing,2019.0,summer,PG-13 - Teens 13 or older,24 min per ep,"Adventure, Comedy",,Shounen,TMS Entertainment,"TOHO animation, Shueisha, 8PAN","Funimation, Crunchyroll"
Dr. Stone: Science Future,8.26,156777,367.0,897,318242,1317,12.0,TV,Manga,Finished Airing,2025.0,winter,PG-13 - Teens 13 or older,24 min per ep,"Adventure, Comedy",,Shounen,TMS Entertainment,"TOHO animation, Shueisha",
Is It Wrong to Try to Pick Up Girls in a Dungeon? IV Part 2,8.26,158550,368.0,946,298792,1968,11.0,TV,Light novel,Finished Airing,2023.0,winter,R - 17+ (violence & profanity),23 min per ep,"Action, Adventure, Fantasy",,,J.C.Staff,"Genco, Movic, Warner Bros. Japan, KlockWorx, Hakuhodo DY Music & Pictures, Egg Firm, FuRyu, GREE, SB Creative",Sentai Filmworks
Fate/Zero,8.26,917445,369.0,83,1610503,34476,13.0,TV,Light novel,Finished Airing,2011.0,fall,R - 17+ (violence & profanity),27 min per ep,"Action, Fantasy",Urban Fantasy,,ufotable,"Aniplex, Nitroplus, Seikaisha, Notes",Aniplex of America
Gintama: Shinyaku Benizakura-hen,8.26,21137,370.0,3728,47963,55,1.0,Special,Manga,Finished Airing,,,PG-13 - Teens 13 or older,11 min,"Action, Comedy, Sci-Fi","Historical, Parody, Samurai",Shounen,Sunrise,,
Fighting Spirit: Mashiba vs. Kimura,8.26,78692,371.0,2015,128935,241,1.0,OVA,Manga,Finished Airing,,,PG-13 - Teens 13 or older,1 hr 1 min,Sports,Combat Sports,Shounen,Madhouse,,Discotek Media
Into the Forest of Fireflies' Light,8.26,489094,372.0,243,882286,10583,1.0,Movie,Manga,Finished Airing,,,G - All Ages,45 min,"Award Winning, Drama, Romance, Supernatural",,Shoujo,Brain's Base,"TV Tokyo, Aniplex, Nihon Ad Systems, Hakusensha, DAX Production",
Hunter x Hunter: Greed Island Final,8.26,84003,373.0,1717,157681,263,14.0,OVA,Manga,Finished Airing,,,PG-13 - Teens 13 or older,23 min per ep,"Action, Adventure, Fantasy",,Shounen,Nippon Animation,,
Shangri-La Frontier Season 2,8.26,138711,374.0,1033,274754,1611,25.0,TV,Manga,Finished Airing,2024.0,fall,PG-13 - Teens 13 or older,23 min per ep,"Action, Adventure, Fantasy",Video Game,Shounen,C2C,"Dentsu, Mainichi Broadcasting System, Kodansha, Sammy, Crunchyroll, Tencent Games, Netmarble",
Shirobako,8.26,149962,375.0,563,472367,6250,24.0,TV,Original,Finished Airing,2014.0,fall,PG-13 - Teens 13 or older,24 min per ep,"Award Winning, Comedy, Drama","Adult Cast, Otaku Culture, Workplace",,P.A. Works,"Sotsu, Movic, Warner Bros. Japan, KlockWorx, Showgate, Infinite, Imagine",Sentai Filmworks
Castle in the Sky,8.26,336528,376.0,471,540420,4876,1.0,Movie,Original,Finished Airing,,,PG - Children,2 hr 4 min,"Adventure, Award Winning, Fantasy",,,Studio Ghibli,"Tokuma Shoten, Streamline Pictures, Omnibus Promotion","Disney Platform Distribution, GKIDS"
Tsubasa RESERVoir CHRoNiCLE: Tokyo Revelations,8.26,46765,377.0,2386,101959,837,3.0,OVA,Manga,Finished Airing,,,R - 17+ (violence & profanity),24 min per ep,"Action, Adventure, Drama, Fantasy, Romance",,Shounen,Production I.G,Kodansha,Funimation
Laid-Back Camp,8.26,240954,378.0,465,545417,12057,12.0,TV,Manga,Finished Airing,2018.0,winter,PG-13 - Teens 13 or older,23 min per ep,Slice of Life,"CGDCT, Iyashikei",,C-Station,"Sotsu, AT-X, Sony Music Communications, MAGES., 81 Produce, BS11, FuRyu, Crunchyroll SC Anime Fund",
Kaiji: Ultimate Survivor,8.25,179261,379.0,700,394201,10953,26.0,TV,Manga,Finished Airing,2007.0,fall,R - 17+ (violence & profanity),23 min per ep,Suspense,"Adult Cast, High Stakes Game, Psychological, Strategy Game",Seinen,Madhouse,"VAP, Nippon Television Network, Arts Pro",Sentai Filmworks
Fighting Spirit: Champion Road,8.25,95515,380.0,1711,158470,281,1.0,TV Special,Manga,Finished Airing,,,PG-13 - Teens 13 or older,1 hr 31 min,Sports,Combat Sports,Shounen,Madhouse,,"Discotek Media, Geneon Entertainment USA"
The Eminence in Shadow Season 2,8.25,305585,381.0,468,544924,5297,12.0,TV,Light novel,Finished Airing,2023.0,fall,R - 17+ (violence & profanity),23 min per ep,"Action, Comedy, Fantasy","Isekai, Reincarnation",,Nexus,"AT-X, Magic Capsule, BS NTV, Kadokawa, NewGin, Aiming",Sentai Filmworks
Black Butler: Book of the Atlantic,8.25,105744,382.0,1247,227646,1679,1.0,Movie,Manga,Finished Airing,,,R - 17+ (violence & profanity),1 hr 40 min,"Action, Mystery, Supernatural","Historical, Mythology",Shounen,A-1 Pictures,"Aniplex, WOWOW, Square Enix, Mainichi Broadcasting System, Movic, Hakuhodo DY Music & Pictures, Lawson, Kinoshita Group Holdings",Funimation
Detective Conan: Episode One - The Great Detective Turned Small,8.25,16539,383.0,4410,34690,68,1.0,TV Special,Manga,Finished Airing,,,PG-13 - Teens 13 or older,1 hr 33 min,"Adventure, Comedy, Mystery",Detective,Shounen,TMS Entertainment,Yomiuri Telecasting,Discotek Media
Nodame Cantabile,8.25,134624,384.0,855,333202,5008,23.0,TV,Manga,Finished Airing,2007.0,winter,PG-13 - Teens 13 or older,22 min per ep,"Comedy, Romance","Adult Cast, Music, Performing Arts",Josei,J.C.Staff,"Dentsu, Genco, SKY Perfect Well Think, Kodansha, Fuji TV, Magic Capsule, Asmik Ace, Sony Music Entertainment, Fujipacific Music",
Planetes,8.25,83395,385.0,998,282669,4150,26.0,TV,Manga,Finished Airing,2003.0,fall,PG-13 - Teens 13 or older,25 min per ep,"Award Winning, Drama, Romance, Sci-Fi","Adult Cast, Space, Workplace",Seinen,Sunrise,"Bandai Visual, NHK","Bandai Entertainment, Crunchyroll"
Re:ZERO -Starting Life in Another World-,8.25,1582123,386.0,23,2481592,77619,25.0,TV,Light novel,Finished Airing,2016.0,spring,R - 17+ (violence & profanity),26 min per ep,"Drama, Fantasy, Suspense","Isekai, Psychological, Time Travel",,White Fox,"TV Tokyo, Media Factory, Kadokawa Shoten, AT-X, Magic Capsule, Memory-Tech, Hakuhodo DY Music & Pictures",Funimation
Millennium Actress,8.25,96089,387.0,1331,212632,3039,1.0,Movie,Original,Finished Airing,,,PG-13 - Teens 13 or older,1 hr 26 min,"Action, Adventure, Award Winning, Drama, Fantasy, Romance","Adult Cast, Historical, Showbiz",,Madhouse,"Bandai Visual, WOWOW, Genco, Kadokawa Shoten, KlockWorx, Chaos Union","Eleven Arts, DreamWorks"
Revolutionary Girl Utena,8.25,72523,388.0,1140,250313,9940,39.0,TV,Original,Finished Airing,1997.0,spring,PG-13 - Teens 13 or older,23 min per ep,"Award Winning, Drama","Mahou Shoujo, Psychological, School",,J.C.Staff,"TV Tokyo, Yomiko Advertising, SoftX, Audio Tanaka","Nozomi Entertainment, Central Park Media"
My Neighbor Totoro,8.25,760595,389.0,145,1170334,9326,1.0,Movie,Original,Finished Airing,,,G - All Ages,1 hr 26 min,"Adventure, Award Winning, Supernatural",,,Studio Ghibli,"Tokuma Shoten, Streamline Pictures","Disney Platform Distribution, GKIDS"
Scissor Seven: Shadow Fate,8.25,21072,390.0,4060,41285,240,10.0,ONA,Original,Finished Airing,,,R - 17+ (violence & profanity),16 min per ep,"Action, Adventure, Comedy, Drama, Mystery","Martial Arts, Super Power",,Sharefun Studio,AHAVERSE,
A Will Eternal 3rd Season,8.25,1464,391.0,9959,4494,51,59.0,ONA,Web novel,Finished Airing,,,PG-13 - Teens 13 or older,19 min per ep,"Action, Adventure, Comedy, Fantasy","Historical, Martial Arts",,B.CMAY PICTURES,Tencent Video,
BanG Dream! It's MyGO!!!!!,8.24,20868,392.0,3964,43176,1221,13.0,TV,Mixed media,Finished Airing,2023.0,summer,PG-13 - Teens 13 or older,23 min per ep,Drama,Music,,SANZIGEN,"Ultra Super Pictures, Bushiroad, Tokyo MX, Good Smile Company, Bushiroad Music, HoriPro International, Ace Crew Entertainment",
Golden Kamuy Season 2,8.24,131119,393.0,1185,241045,1040,12.0,TV,Manga,Finished Airing,2018.0,fall,R - 17+ (violence & profanity),23 min per ep,"Action, Adventure","Adult Cast, Historical, Military",Seinen,Geno Studio,"Magic Capsule, NBCUniversal Entertainment Japan, Tokyo MX, Good Smile Company, Sammy, Shueisha, JR East Marketing & Communications, Twin Engine",Funimation
Kaiji: Against All Rules,8.24,118105,394.0,1318,214951,3020,26.0,TV,Manga,Finished Airing,2011.0,spring,R - 17+ (violence & profanity),24 min per ep,Suspense,"Adult Cast, High Stakes Game, Psychological, Strategy Game",Seinen,Madhouse,"VAP, Nippon Television Network, Arts Pro",Sentai Filmworks
IDOLISH7 Third BEAT!,8.24,9222,395.0,4919,27052,418,13.0,TV,Game,Finished Airing,2021.0,summer,PG-13 - Teens 13 or older,24 min per ep,Drama,"Idols (Male), Music",,TROYCA,Lantis,
Kamisama Kiss Season 2,8.24,251732,396.0,559,473976,3942,12.0,TV,Manga,Finished Airing,2015.0,winter,PG-13 - Teens 13 or older,23 min per ep,"Comedy, Romance, Supernatural",Mythology,Shoujo,TMS Entertainment,"Dentsu, Sotsu",Funimation
KonoSuba: God's Blessing on This Wonderful World! 2,8.24,1098709,396.0,75,1663527,11991,10.0,TV,Light novel,Finished Airing,2017.0,winter,PG-13 - Teens 13 or older,23 min per ep,"Adventure, Comedy, Fantasy","Isekai, Parody",,Studio Deen,"Kadokawa Shoten, Nippon Columbia, KlockWorx, Sony Music Communications, Toranoana, 81 Produce, Kadokawa Media House",Discotek Media
Kiki's Delivery Service,8.24,432316,397.0,368,668050,6791,1.0,Movie,Novel,Finished Airing,,,G - All Ages,1 hr 43 min,"Adventure, Award Winning, Comedy, Drama, Fantasy",,,Studio Ghibli,Streamline Pictures,"Disney Platform Distribution, GKIDS"
Non Non Biyori Movie: Vacation,8.24,41394,399.0,2641,86970,222,1.0,Movie,Manga,Finished Airing,,,PG-13 - Teens 13 or older,1 hr 11 min,Slice of Life,"CGDCT, Iyashikei",Seinen,SILVER LINK.,"TV Tokyo, Lantis, AT-X, Sony Music Communications, Grooove, Kadokawa, Bandai Namco Arts",Sentai Filmworks
From the New World,8.24,290169,400.0,276,824953,22480,25.0,TV,Novel,Finished Airing,2012.0,fall,R - 17+ (violence & profanity),22 min per ep,"Drama, Fantasy, Horror, Mystery, Sci-Fi, Suspense",Psychological,,A-1 Pictures,"Aniplex, TV Asahi, Pony Canyon",Sentai Filmworks
Girls' Last Tour,8.24,153374,401.0,671,407211,8838,12.0,TV,Web manga,Finished Airing,2017.0,fall,PG-13 - Teens 13 or older,23 min per ep,"Adventure, Mystery, Sci-Fi, Slice of Life",Iyashikei,,White Fox,"AT-X, Shinchosha, Kadokawa Media House, Kadokawa",Sentai Filmworks
Sword of the Stranger,8.24,172867,402.0,778,355849,3066,1.0,Movie,Original,Finished Airing,,,R - 17+ (violence & profanity),1 hr 42 min,"Action, Adventure","Historical, Samurai",,Bones,"Bandai Visual, Shochiku, Sony Music Entertainment, Hakuhodo DY Media Partners, Fonishia","Funimation, Bandai Entertainment"
Suzume,8.24,285172,403.0,516,512097,5532,1.0,Movie,Original,Finished Airing,,,PG-13 - Teens 13 or older,2 hr 1 min,"Adventure, Supernatural",Mythology,,CoMix Wave Films,"Aniplex, TOHO, JR East Marketing & Communications, Kadokawa, voque ting, STORY, Lawson Entertainment",Crunchyroll
World Trigger 3rd Season,8.24,55842,404.0,1868,142317,1310,14.0,TV,Manga,Finished Airing,2021.0,fall,PG-13 - Teens 13 or older,23 min per ep,"Action, Sci-Fi",,Shounen,Toei Animation,TV Asahi,
Mobile Suit Gundam: Iron-Blooded Orphans 2nd Season,8.23,90551,405.0,1678,162079,1768,25.0,TV,Original,Finished Airing,2016.0,fall,R - 17+ (violence & profanity),24 min per ep,"Drama, Sci-Fi","Mecha, Space",,Sunrise,"Sotsu, Asatsu DK, Mainichi Broadcasting System",Funimation
In This Corner of the World,8.23,84883,406.0,1348,210065,1730,1.0,Movie,Manga,Finished Airing,,,PG-13 - Teens 13 or older,2 hr 48 min,"Award Winning, Drama",Historical,Seinen,MAPPA,"Genco, Animatsu Entertainment",Shout! Factory
Liz and the Blue Bird,8.23,67417,407.0,1667,164464,3213,1.0,Movie,Novel,Finished Airing,,,PG-13 - Teens 13 or older,1 hr 30 min,"Award Winning, Drama","Music, Performing Arts, School",,Kyoto Animation,"Lantis, Shochiku, Pony Canyon, Rakuonsha, Bandai Namco Arts","Eleven Arts, GKIDS, Ponycan USA"
Puella Magi Madoka Magica the Movie Part 1: Beginnings,8.23,108788,408.0,1301,218004,996,1.0,Movie,Original,Finished Airing,,,PG-13 - Teens 13 or older,2 hr 11 min,"Drama, Suspense","Mahou Shoujo, Psychological",,Shaft,"Aniplex, Mainichi Broadcasting System, Movic, Nitroplus, Houbunsha",Aniplex of America
Whisper of the Heart,8.23,230879,409.0,669,409834,5781,1.0,Movie,Manga,Finished Airing,,,G - All Ages,1 hr 51 min,"Drama, Romance",,Shoujo,Studio Ghibli,Tokuma Shoten,"Disney Platform Distribution, GKIDS"
Rascal Does Not Dream of Bunny Girl Senpai,8.23,1248201,410.0,48,1974574,51387,13.0,TV,Light novel,Finished Airing,2018.0,fall,PG-13 - Teens 13 or older,24 min per ep,"Drama, Romance, Supernatural",School,,CloverWorks,"Aniplex, Tokyo MX, Hakuhodo DY Music & Pictures, Nagoya Broadcasting Network, BS11, ABC Animation, Kadokawa",Aniplex of America
Saga of Tanya the Evil: The Movie,8.23,178271,411.0,847,335016,1272,1.0,Movie,Light novel,Finished Airing,,,R - 17+ (violence & profanity),1 hr 38 min,"Action, Fantasy","Isekai, Military, Reincarnation",,Nut,"AT-X, Sony Music Communications, Kadokawa, Kadokawa Animation",
The Boy and the Beast,8.22,240820,412.0,582,457660,3273,1.0,Movie,Original,Finished Airing,,,PG-13 - Teens 13 or older,1 hr 59 min,Fantasy,"Anthropomorphic, Isekai",,Studio Chizu,"Dentsu, Yomiuri Telecasting, Kadokawa Shoten, TOHO, Nippon Television Network, Arquebuse",Funimation
Cardcaptor Sakura Movie 2: The Sealed Card,8.22,70934,413.0,2079,124281,509,1.0,Movie,Manga,Finished Airing,,,PG - Children,1 hr 22 min,"Award Winning, Comedy, Drama, Romance",Mahou Shoujo,Shoujo,Madhouse,"Bandai Visual, Shochiku, Kodansha, Shelty, Amber Film Works","Nelvana, Discotek Media, Geneon Entertainment USA"
Daily Lives of High School Boys,8.22,443944,414.0,240,890085,14914,12.0,TV,Web manga,Finished Airing,2012.0,winter,PG-13 - Teens 13 or older,24 min per ep,Comedy,"Gag Humor, School",,Sunrise,"TV Tokyo, Square Enix, Trinity Sound, Happinet Pictures",NIS America
