category,production,type,title,distributor,producer,year
Outstanding Sound Mixing For A Comedy Or Drama Series (One Hour) - 2011,"Joseph DeAngelis, Re-Recording Mixer",Winner,House,FOX,"Universal Media Studios in association with Heel and Toe Films, Shore Z Productions and Bad Hat Harry Productions",2011
Outstanding Sound Mixing For A Comedy Or Drama Series (One Hour) - 2011,"Brad North, Re-Recording Mixer",Winner,House,FOX,"Universal Media Studios in association with Heel and Toe Films, Shore Z Productions and Bad Hat Harry Productions",2011
Outstanding Sound Mixing For A Miniseries Or A Movie - 2011,"DREW KUNIN, Production Sound Mixer",Nominee,Mildred Pierce,HBO,A Killer Films/John Wells Production in association with Metro-Goldwyn-Mayer and HBO Miniseries,2011
Outstanding Sound Mixing For A Miniseries Or A Movie - 2011,"Leslie Shatz, Re-Recording Mixer",Nominee,Mildred Pierce,HBO,A Killer Films/John Wells Production in association with Metro-Goldwyn-Mayer and HBO Miniseries,2011
Outstanding Sound Mixing For A Miniseries Or A Movie - 2011,"Bobby Johanson, ADR Mixer",Nominee,Mildred Pierce,HBO,A Killer Films/John Wells Production in association with Metro-Goldwyn-Mayer and HBO Miniseries,2011
Outstanding Sound Mixing For A Miniseries Or A Movie - 2011,"Joshua Reinhardt, Foley Mixer",Nominee,Mildred Pierce,HBO,A Killer Films/John Wells Production in association with Metro-Goldwyn-Mayer and HBO Miniseries,2011
Outstanding Sound Mixing For A Miniseries Or A Movie - 2011,"Petur Hliddal, Production Sound Mixer",Nominee,Cinema Verite,HBO,A Pariah Production in association with HBO Films,2011
Outstanding Sound Mixing For A Miniseries Or A Movie - 2011,"Lora Hirschberg, Re-Recording Mixer",Nominee,Cinema Verite,HBO,A Pariah Production in association with HBO Films,2011
Outstanding Sound Mixing For A Miniseries Or A Movie - 2011,"Scott Lewis, Re-Recording Mixer",Nominee,Cinema Verite,HBO,A Pariah Production in association with HBO Films,2011
Outstanding Sound Mixing For A Miniseries Or A Movie - 2011,"Douglas Murray, Re-Recording Mixer",Nominee,Cinema Verite,HBO,A Pariah Production in association with HBO Films,2011
Outstanding Sound Mixing For A Miniseries Or A Movie - 2011,"Jimmy Sabat, Production Sound Mixer",Nominee,Too Big To Fail,HBO,A Spring Creek and A Deuce Three Production in association with HBO Films,2011
Outstanding Sound Mixing For A Miniseries Or A Movie - 2011,"Chris Jenkins, Re-Recording Mixer",Nominee,Too Big To Fail,HBO,A Spring Creek and A Deuce Three Production in association with HBO Films,2011
Outstanding Sound Mixing For A Miniseries Or A Movie - 2011,"Bob Beemer, Re-Recording Mixer",Nominee,Too Big To Fail,HBO,A Spring Creek and A Deuce Three Production in association with HBO Films,2011
Outstanding Sound Mixing For A Miniseries Or A Movie - 2011,"Henry Embry, Production Sound Mixer",Winner,The Kennedys,ReelzChannel,A Muse Entertainment Production in association with Asylum Entertainment,2011
Outstanding Sound Mixing For A Miniseries Or A Movie - 2011,"Frank Morrone, Re-Recording Mixer",Winner,The Kennedys,ReelzChannel,A Muse Entertainment Production in association with Asylum Entertainment,2011
Outstanding Sound Mixing For A Miniseries Or A Movie - 2011,"Stephen Traub, Re-Recording Mixer",Winner,The Kennedys,ReelzChannel,A Muse Entertainment Production in association with Asylum Entertainment,2011
Outstanding Sound Mixing For A Miniseries Or A Movie - 2011,"Larold Rebhun, Music Score Mixer",Winner,The Kennedys,ReelzChannel,A Muse Entertainment Production in association with Asylum Entertainment,2011
Outstanding Sound Mixing For A Variety Or Music Series Or Special - 2011,"Thomas Holmes, Production Mixer",Nominee,The 53rd Annual Grammy Awards,CBS,John Cossette Productions in association with AEG Ehrlich Ventures,2011
Outstanding Sound Mixing For A Variety Or Music Series Or Special - 2011,"John Harris, Music Mixer",Nominee,The 53rd Annual Grammy Awards,CBS,John Cossette Productions in association with AEG Ehrlich Ventures,2011
Outstanding Sound Mixing For A Variety Or Music Series Or Special - 2011,"Eric Schilling, Music Mixer",Nominee,The 53rd Annual Grammy Awards,CBS,John Cossette Productions in association with AEG Ehrlich Ventures,2011
Outstanding Sound Mixing For A Variety Or Music Series Or Special - 2011,"Bob LaMasney, Supplemental Audio",Nominee,The 53rd Annual Grammy Awards,CBS,John Cossette Productions in association with AEG Ehrlich Ventures,2011
Outstanding Sound Mixing For A Variety Or Music Series Or Special - 2011,"Paul Sandweiss, Audio Director",Nominee,83rd Annual Academy Awards,ABC,Academy of Motion Picture Arts and Sciences,2011
Outstanding Sound Mixing For A Variety Or Music Series Or Special - 2011,"Tommy Vicari, Orchestra Mixer",Nominee,83rd Annual Academy Awards,ABC,Academy of Motion Picture Arts and Sciences,2011
Outstanding Sound Mixing For A Variety Or Music Series Or Special - 2011,"Kristian Pedregon, Show Post Audio",Nominee,83rd Annual Academy Awards,ABC,Academy of Motion Picture Arts and Sciences,2011
Outstanding Sound Mixing For A Variety Or Music Series Or Special - 2011,"Pablo Munguia, Protools",Nominee,83rd Annual Academy Awards,ABC,Academy of Motion Picture Arts and Sciences,2011
Outstanding Sound Mixing For A Variety Or Music Series Or Special - 2011,"Edward J. Greene, Production Mixer",Winner,American Idol,FOX,"FremantleMedia North America, Inc. and 19 TV Ltd.",2011
Outstanding Sound Mixing For A Variety Or Music Series Or Special - 2011,"Randy Faustino, Music Mixer",Winner,American Idol,FOX,"FremantleMedia North America, Inc. and 19 TV Ltd.",2011
Outstanding Sound Mixing For A Variety Or Music Series Or Special - 2011,"Patrick Baltzell, PA Mixer",Winner,American Idol,FOX,"FremantleMedia North America, Inc. and 19 TV Ltd.",2011
Outstanding Sound Mixing For A Variety Or Music Series Or Special - 2011,"Michael Parker, Monitor Mixer",Winner,American Idol,FOX,"FremantleMedia North America, Inc. and 19 TV Ltd.",2011
Outstanding Sound Mixing For Nonfiction Programming - 2011,"Jim Ursulak, Lead Production Audio",Nominee,The Amazing Race,CBS,World Race Productions Inc.,2011
Outstanding Sound Mixing For Nonfiction Programming - 2011,"Dean Gaveau, C.A.S.",Nominee,The Amazing Race,CBS,World Race Productions Inc.,2011
Outstanding Sound Mixing For Nonfiction Programming - 2011,"Jerry Chabane, Production Mixer",Nominee,The Amazing Race,CBS,World Race Productions Inc.,2011
Outstanding Sound Mixing For Nonfiction Programming - 2011,"Troy Smith, Re-Recording Mixer",Nominee,The Amazing Race,CBS,World Race Productions Inc.,2011
Outstanding Sound Mixing For Nonfiction Programming - 2011,"Ed Campbell, Re-Recording Mixer",Nominee,American Masters,PBS,A Production of American Masters for THIRTEEN,2011
Outstanding Sound Mixing For Nonfiction Programming - 2011,"Dieter Keck, Production Sound Mixer",Nominee,Gettysburg,HISTORY,Produced by ScottFree Productions in association with Herzog & Company for HISTORY,2011
