"CFDA PROGRAM NUMBER","STATE APPLICATION IDENTIFIER (SAI NUMBER)","RECIPIENT NAME","RECIPIENT CITY CODE","RECIPIENT CITY NAME","RECIPIENT COUNTY CODE","RECIPIENT COUNTY NAME","RECIPIENT STATE CODE","RECIPIENT ZIP CODE","TYPE OF RECIPIENT","TYPE OF ACTION","RECIPIENT CONGRESSIONAL DISTRICT","FEDERAL AGENCY/ORGANIZATIONAL UNIT CODE","FEDERAL AWARD IDENTIFIER NUMBER","FEDERAL FUNDING SIGN","FEDERAL FUNDING AMOUNT","NON-FEDERAL FUNDING SIGN","NON-FEDERAL FUNDING AMOUNT","TOTAL FUNDING SIGN","TOTAL FUNDING AMOUNT","OBLIGATION ACTION DATE","STARTING DATE","ENDING DATE","TYPE OF ASSISTANCE TRANSACTION","RECORD TYPE","CORRECTION/LATE INDICATOR ","FISCAL YEAR AND QUARTER CORRECTION","PRINCIPAL PLACE OF PERFORMANCE CODE","PRINCIPAL PLACE OF PERFORMANCE: STATE","PRINCIPAL PLACE OF PERFORMANCE: COUNTY OR CITY","CFDA PROGRAM TITLE","FEDERAL AGENCY NAME","STATE NAME FOR RECIPIENT","PROJECT DESCRIPTION"
"12.901","SAI NOT AVAILABLE","UNIVERSITY OF TEXAS AT ARLINGT","04000","ARLINGTON","439","TARRANT COUNTY","TEXAS","760190001","Government codes: State controlled institutions of higher education","new assistance action","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","H982301010207","","14999","","0","","14999","04/01/2010","04/02/2010","03/31/2011","project grant  (B)","action-by-action reporting","","","4804000","TEXAS","ARLINGTON","MATHEMATICAL SCIENCES GRANTS PROGRAM","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","TEXAS","WEIGHT MODULES OF LIE ALGEBRAS AND SUPERRALGEBRAS"
"12.902","SAI NOT AVAILABLE","EDUCATION UTAH STATE OFFICE","67000","SALT LAKE CITY","035","SALT LAKE COUNTY","UTAH","841113204","Government codes: independent school district","new assistance action","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","H982301010073","","39450","","0","","39450","04/02/2010","04/02/2010","02/28/2011","project grant  (B)","action-by-action reporting","","","4967000","UTAH","SALT LAKE CITY","INFORMATION SECURITY GRANT PROGRAM","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","UTAH","STARTALK LANGUAGE INITIATIVE"
"12.404","SAI NOT AVAILABLE","VIRGINIA DEPARTMENT OF MILITAR","07832","BLACKSTONE","135","NOTTOWAY COUNTY","VIRGINIA","238241800","Government codes: State government","funding adjustment to completed project","04","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","W912LQ0724000   0001","","35000","","0","","35000","05/25/2010","10/01/2009","09/30/2010","cooperative agreement  (B)","action-by-action reporting","","","5107832","VIRGINIA","BLACKSTONE","NATIONAL GUARD CIVILIAN YOUTH OPPORTUNITIES","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","VIRGINIA","4000 VIRGINIA ARMY NATIONAL GUARD YOUTH CHALLENGE PROGRAM APPENDIX 3 CHALLENGE STAFF TRAINING/ASD-RA"
"12.599","SAI NOT AVAILABLE","WOMEN IN MILITARY SERVICE FOR","03000","ARLINGTON","013","ARLINGTON COUNTY","VIRGINIA","222033755","Nonprofit agencies: other nonprofit","new assistance action","08","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","HQ00341010004","","1576000","","0","","1576000","06/09/2010","02/23/2010","06/08/2011","project grant  (B)","action-by-action reporting","","","5103000","VIRGINIA","ARLINGTON","CONGRESSIONALLY DIRECTED ASSISTANCE","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","VIRGINIA","FUNDING FOR THE FOUNDATION AND MEMORIAL TO PAY TRIBUTE AND TELL THE STORIES OF WOMEN WHO SERVED IN THE MILITRAY"
"12.902","SAI NOT AVAILABLE","RECTOR AND VISITORS OF THE UNI","14968","CHARLOTTESVILLE","540","CHARLOTTESVILLE","VIRGINIA","229034833","Government codes: State controlled institutions of higher education","new assistance action","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","H982301010058","","99526","","0","","99526","04/14/2010","04/14/2010","02/28/2011","project grant  (B)","action-by-action reporting","","","5114968","VIRGINIA","CHARLOTTESVILLE","INFORMATION SECURITY GRANT PROGRAM","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","VIRGINIA","STARTALK LANGUAGE INITIAITVE"
"12.910","SAI NOT AVAILABLE","UNIVERSITY OF WASHINGTON","63000","SEATTLE","033","KING COUNTY","WASHINGTON","981056613","Private: private higher education","new assistance action","90","DOD-DEFENSE ADVANCED RESEARCH PROJECTS AGENCY","HR00111010060","","34208","","0","","34208","06/01/2010","06/01/2010","05/31/2013","project grant  (B)","action-by-action reporting","","","5363000","WASHINGTON","SEATTLE","RESEARCH AND TECHNOLOGY DEVELOPMENT","DOD-DEFENSE ADVANCED RESEARCH PROJECTS AGENCY","WASHINGTON","APPLYING INNOVATIVE ANALYSIS TO NARROW BIPOLAR EVENT LIGHTING"
"12.902","SAI NOT AVAILABLE","WEST VIRGINIA DEPARTMENT OF ED","14600","CHARLESTON","039","KANAWHA COUNTY","WEST VIRGINIA","253050009","Government codes: independent school district","new assistance action","02","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","H982301010102","","94370","","0","","94370","04/08/2010","04/08/2010","02/28/2011","project grant  (B)","action-by-action reporting","","","5414600","WEST VIRGINIA","CHARLESTON","INFORMATION SECURITY GRANT PROGRAM","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","WEST VIRGINIA","STARTALK LANGUAGE INITIATIVE"
"12.901","SAI NOT AVAILABLE","UNIVERSITY OF WISCONSIN SYSTEM","48000","MADISON","025","DANE COUNTY","WISCONSIN","537151218","Government codes: State controlled institutions of higher education","new assistance action","02","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","H982301010217","","36291","","0","","36291","04/23/2010","04/23/2010","04/23/2011","project grant  (B)","action-by-action reporting","","","5548000","WISCONSIN","MADISON","MATHEMATICAL SCIENCES GRANTS PROGRAM","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","WISCONSIN","GROUP RINGS AND RELATED NONCOMMUTATIVE ALGEBRA"
"12.404","SAI NOT AVAILABLE","MILITARY, WYOMING DEPARTMENT O","13900","CHEYENNE","021","LARAMIE COUNTY","WYOMING","820093320","Government codes: State government","continuation (funding in succeeding budget period which stemmed from prior agreement to fund - amount of the current action)","00","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","W912L30624002   0003","","30000","","0","","30000","05/17/2010","10/01/2009","09/30/2010","cooperative agreement  (B)","action-by-action reporting","","","5613900","WYOMING","CHEYENNE","NATIONAL GUARD CIVILIAN YOUTH OPPORTUNITIES","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","WYOMING","YOUTH CHALLENGE STARBASE APPENDIX 4002"
"12.607","SAI NOT AVAILABLE","GALENA, CITY OF INC","27530","GALENA","290","YUKON-KOYUKUK","ALASKA","997410149","Government codes: city or township government","funding adjustment to completed project","00","DOD-OFFICE OF THE SECRETARY OF DEFENSE","OEA9900810080   0000","-","22241","","0","-","22241","04/13/2010","07/01/2006","07/31/2010","project grant  (B)","action-by-action reporting","","","0227530","ALASKA","GALENA","COMMUNITY ECONOMIC ADJUSTMENT ASSISTANCE FOR ESTABLISHMENT, EXPANSION, REA","DOD-OFFICE OF THE SECRETARY OF DEFENSE","ALASKA","BASE CLOSURE (CL) TO EVALUATE COMMUNITY NEEDS AND CAPABILITIES, AND TO PROVIDE ADJUSTMENT ASSISTANCE IN RESPONSE TO THE CLOSURE OF GALENA AIRPORT FOR"
"12.114","SAI NOT AVAILABLE","NORTHWESTERN UNIVERSITY","66000","SAN DIEGO","073","SAN DIEGO COUNTY","CALIFORNIA","602080001","Government codes: State controlled institutions of higher education","continuation (funding in succeeding budget period which stemmed from prior agreement to fund - amount of the current action)","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","W15QKN0610102   0006","","338000","","0","","338000","04/26/2010","08/01/2006","08/01/2011","project grant  (B)","action-by-action reporting","","","0666000","CALIFORNIA","SAN DIEGO","COLLABORATIVE RESEARCH AND DEVELOPMENT","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","CALIFORNIA","DESIGN AND IMPLEMENT A MATERIALS WORLD MODULE DELIVERY KIT IN SUPPORT OF THE STEM PROGRAM"
"12.630","SAI NOT AVAILABLE","BOATING AND WATERWAYS, CA DEPT","64000","SACRAMENTO","067","SACRAMENTO COUNTY","CALIFORNIA","958153888","Government codes: State government","revision (any change in Federal Government's financial obligation or contingent liability in existing assistance transaction - amount of the <u>change</u> in funding)","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","W912HZ0720014   0009","","1510136","","0","","1510136","06/29/2010","06/29/2010","06/30/2010","cooperative agreement  (B)","action-by-action reporting","","","0664000","CALIFORNIA","SACRAMENTO","BASIC APPLIED AND ADVANCED RESEARCH IN SCIENCE AND ENGINEERING","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","CALIFORNIA","SUPPORT OF THE COASTAL DATA INFORMATION PROGRAM"
"12.607","SAI NOT AVAILABLE","CITY OF RIVERBANK","99099","STANISLAUS COUNTY","099","STANISLAUS COUNTY","CALIFORNIA","953672305","Government codes: city or township government","continuation (funding in succeeding budget period which stemmed from prior agreement to fund - amount of the current action)","90","DOD-OFFICE OF THE SECRETARY OF DEFENSE","HQ00051010073   0001","","160237","","0","","160237","06/23/2010","04/01/2009","09/30/2010","project grant  (B)","action-by-action reporting","","","0699099","CALIFORNIA","STANISLAUS COUNTY","COMMUNITY ECONOMIC ADJUSTMENT ASSISTANCE FOR ESTABLISHMENT, EXPANSION, REA","DOD-OFFICE OF THE SECRETARY OF DEFENSE","CALIFORNIA","BASE CLOSURE (CL) TO EVALUATE COMMUNITY NEEDS AND CAPABILITIES, AND PROVIDE ADJUSTMENT ASSISTANCE IN RESPONSE TO THE CLOSURE OF RIVERBANK ARMY AMMUNI"
"12.910","SAI NOT AVAILABLE","THE REGENTS OF THE UNIVERSITY","44000","LOS ANGELES","037","LOS ANGELES COUNTY","CALIFORNIA","900246523","Government codes: State controlled institutions of higher education","continuation (funding in succeeding budget period which stemmed from prior agreement to fund - amount of the current action)","90","DOD-DEFENSE ADVANCED RESEARCH PROJECTS AGENCY","W31P4Q0810008   0009","","530788","","0","","530788","04/01/2010","12/22/2010","02/29/2012","project grant  (B)","action-by-action reporting","","","0644000","CALIFORNIA","LOS ANGELES","RESEARCH AND TECHNOLOGY DEVELOPMENT","DOD-DEFENSE ADVANCED RESEARCH PROJECTS AGENCY","CALIFORNIA","ELECTRONICALLY DRIVEN MICRO ROTARY STAGES ON CONDUCTIVE LIQUID BEARINGS AND APPLICATIONS FOR OPTICAL DATA TRANSMISSION"
"12.599","SAI NOT AVAILABLE","UNITED STATES OLYMPIC COMMITTE","16000","COLORADO SPRINGS","041","EL PASO COUNTY","COLORADO","809095766","Nonprofit agencies: other nonprofit","continuation (funding in succeeding budget period which stemmed from prior agreement to fund - amount of the current action)","05","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","HQ00340810019   0008","","4925000","","0","","4925000","05/28/2010","05/31/2010","05/30/2011","project grant  (B)","action-by-action reporting","","","0816000","COLORADO","COLORADO SPRINGS","CONGRESSIONALLY DIRECTED ASSISTANCE","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","COLORADO","REHABILIATION SUPPORT AND MENTORING TO INJURED SERVICE MEMEBERS/ VETS THAT SUSTAINED INJURIES"
"12.607","SAI NOT AVAILABLE","DISTRICT OF COLUMBIA GOVERN OF","50000","WASHINGTON","001","DISTRICT OF COLUMBIA","DISTRICT OF COLUMBIA","200043003","Government codes: State government","new assistance action","98","DOD-OFFICE OF THE SECRETARY OF DEFENSE","HQ00051010051","","1475182","","0","","1475182","04/15/2010","08/01/2009","10/31/2010","project grant  (B)","action-by-action reporting","","","1150000","DISTRICT OF COLUMBIA","WASHINGTON","COMMUNITY ECONOMIC ADJUSTMENT ASSISTANCE FOR ESTABLISHMENT, EXPANSION, REA","DOD-OFFICE OF THE SECRETARY OF DEFENSE","DISTRICT OF COLUMBIA","BASE CLOSURE (CL) TO EVALUATE COMMUNITY NEEDS AND CAPABILITIES, AND PROVIDE ADJUSTMENT ASSISTANCE IN RESPONSE TO THE REALIGNMENT OF WALTER REED ARMY"
"12.615","SAI NOT AVAILABLE","NATIONAL GOVERNORS ASSOCIATION","50000","WASHINGTON","001","DISTRICT OF COLUMBIA","DISTRICT OF COLUMBIA","200011594","Private: all other","funding adjustment to completed project","98","DOD-OFFICE OF THE SECRETARY OF DEFENSE","OEA9900910027   0000","-","45440","","0","-","45440","06/14/2010","02/01/2007","09/30/2010","project grant  (B)","action-by-action reporting","","","1150000","DISTRICT OF COLUMBIA","WASHINGTON","RESEARCH AND TECHNICAL ASSISTANCE","DOD-OFFICE OF THE SECRETARY OF DEFENSE","DISTRICT OF COLUMBIA","RESEARCH AND TECHNICAL ASSISTANCE (RT) THROUGH A COOPERATIVE AGREEMENT BETWEEN OEA AND THE NATIONAL GOVERNORS ASSOCIATION CENTER FOR BEST PRACTICES,"
"12.607","SAI NOT AVAILABLE","COUNTY OF OKALOOSA","20050","EGLIN AFB","091","OKALOOSA COUNTY","FLORIDA","325792307","Government codes: county government","new assistance action","90","DOD-OFFICE OF THE SECRETARY OF DEFENSE","HQ00051010061","","99305","","0","","99305","06/23/2010","07/01/2010","06/30/2011","project grant  (B)","action-by-action reporting","","","1220050","FLORIDA","EGLIN AFB","COMMUNITY ECONOMIC ADJUSTMENT ASSISTANCE FOR ESTABLISHMENT, EXPANSION, REA","DOD-OFFICE OF THE SECRETARY OF DEFENSE","FLORIDA","BASE REALIGNMENT (RA) TO EVALUATE COMMUNITY NEEDS AND CAPABILITIES, AND PROVIDE ADJUSTMENT ASSISTANCE IN RESPONSE TO THE REALIGNMENT OF EGLIN AFB, OK"
"12.610","SAI NOT AVAILABLE","COUNTY OF BAY","54700","PANAMA CITY","005","BAY COUNTY","FLORIDA","324012616","Government codes: county government","funding adjustment to completed project","02","DOD-OFFICE OF THE SECRETARY OF DEFENSE","OEA9900810018   0000","-","30470","","0","-","30470","06/14/2010","10/01/2007","08/31/2010","project grant  (B)","action-by-action reporting","","","1254700","FLORIDA","PANAMA CITY","COMMUNITY ECONOMIC ADJUSTMENT PLANNING ASSISTANCE FOR JOINT LAND USE STUDI","DOD-OFFICE OF THE SECRETARY OF DEFENSE","FLORIDA","ENCROACHMENT (EN) TO EVALUATE COMMUNITY NEEDS AND CAPABILITIES, AND PROVIDE ASSISTANCE TO NAVAL SUPPORT ACTIVITY (NSA) PANAMA CITY, BAY COUNTY, FL, A"
"12.610","SAI NOT AVAILABLE","COUNTY OF BAY","54700","PANAMA CITY","005","BAY COUNTY","FLORIDA","324012616","Government codes: county government","new assistance action","02","DOD-OFFICE OF THE SECRETARY OF DEFENSE","HQ00051010059","","226561","","0","","226561","06/14/2010","05/01/2010","04/30/2011","project grant  (B)","action-by-action reporting","","","1254700","FLORIDA","PANAMA CITY","COMMUNITY ECONOMIC ADJUSTMENT PLANNING ASSISTANCE FOR JOINT LAND USE STUDI","DOD-OFFICE OF THE SECRETARY OF DEFENSE","FLORIDA","ENCROACHMENT (EN) TO EVALUATE COMMUNITY NEEDS AND CAPABILITIES, AND PROVIDE ASSISTANCE TO NAVAL SUPPORT ACTIVITY (NSA) PANAMA CITY, BAY COUNTY, FL, A"
"12.610","SAI NOT AVAILABLE","SOUTHERN GEORGIA REGIONAL COMM","78800","VALDOSTA","185","LOWNDES COUNTY","GEORGIA","316015901","Private: all other","funding adjustment to completed project","90","DOD-OFFICE OF THE SECRETARY OF DEFENSE","OEA9900810069   0000","-","53171","","0","-","53171","05/26/2010","03/01/2008","11/30/2010","project grant  (B)","action-by-action reporting","","","1378800","GEORGIA","VALDOSTA","COMMUNITY ECONOMIC ADJUSTMENT PLANNING ASSISTANCE FOR JOINT LAND USE STUDI","DOD-OFFICE OF THE SECRETARY OF DEFENSE","GEORGIA","ENCROACHMENT (EN) TO PROVIDE FINANCIAL AND TECHNICAL ASSISTANCE TO MOODY AIR FORCE BASE (AFB); LOWNDES, BERRIEN AND LANIER COUNTIES; AND THE CITY OF"
"12.607","SAI NOT AVAILABLE","VILLAGE OF RANTOUL","62783","RANTOUL","019","CHAMPAIGN COUNTY","ILLINOIS","618662919","Government codes: city or township government","continuation (funding in succeeding budget period which stemmed from prior agreement to fund - amount of the current action)","15","DOD-OFFICE OF THE SECRETARY OF DEFENSE","HQ00051010091   0003","","200000","","0","","200000","04/01/2010","09/01/2009","12/31/2010","project grant  (B)","action-by-action reporting","","","1762783","ILLINOIS","RANTOUL","COMMUNITY ECONOMIC ADJUSTMENT ASSISTANCE FOR ESTABLISHMENT, EXPANSION, REA","DOD-OFFICE OF THE SECRETARY OF DEFENSE","ILLINOIS","BASE CLOSURE (CL) TO EVALUATE COMMUNITY NEEDS AND CAPABILITIES, AND PROVIDE ADJUSTMENT ASSISTANCE IN RESPONSE TO THE CLOSURE OF CHANUTE AIR FORCE BAS"
"12.607","SAI NOT AVAILABLE","VILLAGE OF RANTOUL","62783","RANTOUL","019","CHAMPAIGN COUNTY","ILLINOIS","618662919","Government codes: city or township government","continuation (funding in succeeding budget period which stemmed from prior agreement to fund - amount of the current action)","15","DOD-OFFICE OF THE SECRETARY OF DEFENSE","HQ00051010091   0004","","100000","","0","","100000","06/24/2010","09/01/2009","12/31/2010","project grant  (B)","action-by-action reporting","","","1762783","ILLINOIS","RANTOUL","COMMUNITY ECONOMIC ADJUSTMENT ASSISTANCE FOR ESTABLISHMENT, EXPANSION, REA","DOD-OFFICE OF THE SECRETARY OF DEFENSE","ILLINOIS","BASE CLOSURE (CL) TO EVALUATE COMMUNITY NEEDS AND CAPABILITIES, AND PROVIDE ADJUSTMENT ASSISTANCE IN RESPONSE TO THE CLOSURE OF CHANUTE AIR FORCE BAS"
"12.610","SAI NOT AVAILABLE","ST CLAIR, COUNTY OF","68328","SCOTT AFB","163","ST. CLAIR COUNTY","ILLINOIS","622201623","Government codes: county government","new assistance action","12","DOD-OFFICE OF THE SECRETARY OF DEFENSE","HQ00051010050","","54000","","0","","54000","04/13/2010","04/01/2010","07/31/2010","project grant  (B)","action-by-action reporting","","","1768328","ILLINOIS","SCOTT AFB","COMMUNITY ECONOMIC ADJUSTMENT PLANNING ASSISTANCE FOR JOINT LAND USE STUDI","DOD-OFFICE OF THE SECRETARY OF DEFENSE","ILLINOIS","ENCROACHMENT (EN) TO PROVIDE TECHNICAL AND FINANCIAL ASSISTANCE TO SCOTT AIR FORCE BASE (AFB) AND SAINT CLAIR COUNTY, ILLINOIS. THE ASSISTANCE COULD"
"12.610","SAI NOT AVAILABLE","KANSAS LAND TRUST INC","38900","LAWRENCE","045","DOUGLAS COUNTY","KANSAS","660443502","Nonprofit agencies: other nonprofit","continuation (funding in succeeding budget period which stemmed from prior agreement to fund - amount of the current action)","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","W911SR0620005   0007","","610000","","0","","610000","06/10/2010","06/10/2010","09/27/2010","cooperative agreement  (B)","action-by-action reporting","","","2023965","KANSAS","FORT RILEY","COMMUNITY ECONOMIC ADJUSTMENT PLANNING ASSISTANCE FOR JOINT LAND USE STUDI","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","KANSAS","ARMY COMPATIBLE USE BUFFERS (ACUBS) ARU9ND THE FORT RILEY MILITARY INSTALLATION"
"12.607","SAI NOT AVAILABLE","LINCOLN TRAIL AREA DEV DST","28540","FORT KNOX (U.S. ARMY)","093","HARDIN COUNTY","KENTUCKY","427013052","Government codes: special district government","funding adjustment to completed project","02","DOD-OFFICE OF THE SECRETARY OF DEFENSE","OEA9900810047   0000","-","148569","","0","-","148569","04/28/2010","11/01/2007","04/30/2010","project grant  (B)","action-by-action reporting","","","2128540","KENTUCKY","FORT KNOX (U.S. ARMY)","COMMUNITY ECONOMIC ADJUSTMENT ASSISTANCE FOR ESTABLISHMENT, EXPANSION, REA","DOD-OFFICE OF THE SECRETARY OF DEFENSE","KENTUCKY","BASE REALIGNMENT (RA) TO EVALUATE COMMUNITY NEEDS AND CAPABILITIES, AND PROVIDE ADJUSTMENT ASSISTANCE IN RESPONSE TO THE REALIGNMENT OF FORT KNOX, KY"
"12.750","SAI NOT AVAILABLE","HENRY M JACKSON FOUNDATION FOR","07125","BETHESDA","031","MONTGOMERY COUNTY","MARYLAND","208521402","Government codes: State controlled institutions of higher education","continuation (funding in succeeding budget period which stemmed from prior agreement to fund - amount of the current action)","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","HU00010410004   14","","769671","","0","","769671","06/24/2010","07/01/2004","08/31/2011","project grant  (B)","action-by-action reporting","","","2407125","MARYLAND","BETHESDA","DOD MEDICAL RESEARCH, CONSULTATION AND EDUCATION PROGRAMS","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","MARYLAND","CENTER FOR DISASTER AND HUMANITARIAN ASSISTANCE MEDICINE"
"12.750","SAI NOT AVAILABLE","HENRY M JACKSON FOUNDATION FOR","07125","BETHESDA","031","MONTGOMERY COUNTY","MARYLAND","208521402","Government codes: State controlled institutions of higher education","continuation (funding in succeeding budget period which stemmed from prior agreement to fund - amount of the current action)","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","HU00010610007   13","","2013640","","0","","2013640","06/29/2010","06/01/2006","08/31/2011","project grant  (B)","action-by-action reporting","","","2407125","MARYLAND","BETHESDA","DOD MEDICAL RESEARCH, CONSULTATION AND EDUCATION PROGRAMS","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","MARYLAND","THE COLLABORATION WITH DOD-GEIS FOR AVIAN INFLUENZA/PANDEMIC INFLUENZA (AI/PI) STUDIES PROGRAM"
"12.750","SAI NOT AVAILABLE","HENRY M JACKSON FOUNDATION FOR","07125","BETHESDA","031","MONTGOMERY COUNTY","MARYLAND","208521402","Government codes: State controlled institutions of higher education","continuation (funding in succeeding budget period which stemmed from prior agreement to fund - amount of the current action)","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","HU00010810003   07","","224116","","0","","224116","06/24/2010","09/01/2008","09/30/2010","project grant  (B)","action-by-action reporting","","","2407125","MARYLAND","BETHESDA","DOD MEDICAL RESEARCH, CONSULTATION AND EDUCATION PROGRAMS","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","MARYLAND","UNDERSEA MEDICINE RESEARCH STRATEGIES FOR DECOMPRESSION SICKNESS AND OXYGEN TOXICITY"
"12.750","SAI NOT AVAILABLE","HENRY M JACKSON FOUNDATION FOR","07125","BETHESDA","031","MONTGOMERY COUNTY","MARYLAND","208521402","Government codes: State controlled institutions of higher education","continuation (funding in succeeding budget period which stemmed from prior agreement to fund - amount of the current action)","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","HU00010710002   16","","477883","","0","","477883","06/23/2010","11/01/2006","09/30/2011","project grant  (B)","action-by-action reporting","","","2407125","MARYLAND","BETHESDA","DOD MEDICAL RESEARCH, CONSULTATION AND EDUCATION PROGRAMS","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","MARYLAND","DTRA MEDICAL CHEMICAL BIOLOGICAL SCIENCE AND TECHNOLOGY PROGRAM"
"12.750","SAI NOT AVAILABLE","HENRY M JACKSON FOUNDATION FOR","07125","BETHESDA","031","MONTGOMERY COUNTY","MARYLAND","208521402","Government codes: State controlled institutions of higher education","continuation (funding in succeeding budget period which stemmed from prior agreement to fund - amount of the current action)","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","HU0001091TS02   02","","45044","","0","","45044","06/17/2010","05/01/2009","03/31/2012","project grant  (B)","action-by-action reporting","","","2407125","MARYLAND","BETHESDA","DOD MEDICAL RESEARCH, CONSULTATION AND EDUCATION PROGRAMS","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","MARYLAND","IMPLEMENTING EVIDENCE BASED ORAL CARE FOR CRITICALLY ILL PATIENTS"
"12.750","SAI NOT AVAILABLE","HENRY M JACKSON FOUNDATION FOR","07125","BETHESDA","031","MONTGOMERY COUNTY","MARYLAND","208521402","Government codes: State controlled institutions of higher education","continuation (funding in succeeding budget period which stemmed from prior agreement to fund - amount of the current action)","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","HU0001081TS17   02","","20244","","0","","20244","06/17/2010","09/01/2008","08/31/2011","project grant  (B)","action-by-action reporting","","","2407125","MARYLAND","BETHESDA","DOD MEDICAL RESEARCH, CONSULTATION AND EDUCATION PROGRAMS","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","MARYLAND","EVALUATING EVIDENCE BASED INTERVENTIONS TO PREVENT FALLS AND PRESSURE ULCERS"
"12.750","SAI NOT AVAILABLE","HENRY M JACKSON FOUNDATION FOR","07125","BETHESDA","031","MONTGOMERY COUNTY","MARYLAND","208521402","Government codes: State controlled institutions of higher education","continuation (funding in succeeding budget period which stemmed from prior agreement to fund - amount of the current action)","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","HU00010910006   01","","252120","","0","","252120","06/16/2010","08/01/2009","07/30/2011","project grant  (B)","action-by-action reporting","","","2407125","MARYLAND","BETHESDA","DOD MEDICAL RESEARCH, CONSULTATION AND EDUCATION PROGRAMS","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","MARYLAND","DEVELOPMENT OF INACTIVE EASTERN (EEEV) AND WESTERN (WEEV) EQUINE ENCEPHALITIS VIRUS"
"12.750","SAI NOT AVAILABLE","HENRY M JACKSON FOUNDATION FOR","07125","BETHESDA","031","MONTGOMERY COUNTY","MARYLAND","208521402","Government codes: State controlled institutions of higher education","continuation (funding in succeeding budget period which stemmed from prior agreement to fund - amount of the current action)","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","HU00010710003   06","","248954","","0","","248954","04/12/2010","04/01/2007","12/31/2011","project grant  (B)","action-by-action reporting","","","2407125","MARYLAND","BETHESDA","DOD MEDICAL RESEARCH, CONSULTATION AND EDUCATION PROGRAMS","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","MARYLAND","THE VIRTICO-BP TRIALS VIRTUAL REALITY THERAPY AND IMAGINING IN COMBAT VETERANS WITH BLAST INJURY AND POSTTRAUMATIC STRESS DISORDER"
