year,state_code,state_name,health_topic,indicator_metric,measurement_type,numeric_value,demographic_group
2019,CA,California,Diabetes,Diabetes among adults,Age-adjusted Prevalence,11.6,"Black, non-Hispanic"
2019,AR,Arkansas,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",Number,56.0,Overall
2019,AR,Arkansas,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",Crude Rate,,"Hawaiian or Pacific Islander, non-Hispanic"
2019,AL,Alabama,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause",Number,844.0,"Black, non-Hispanic"
2019,AL,Alabama,Tobacco,Current cigarette smoking among adults,Crude Prevalence,,"Hawaiian or Pacific Islander, non-Hispanic"
2019,AK,Alaska,Tobacco,Current cigarette smoking among adults,Age-adjusted Prevalence,,"Black, non-Hispanic"
2019,AL,Alabama,Tobacco,Current cigarette smoking among adults,Crude Prevalence,30.5,"American Indian or Alaska Native, non-Hispanic"
2019,AL,Alabama,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause",Age-adjusted Rate,,"Asian, non-Hispanic"
2019,AR,Arkansas,Tobacco,Cigarette smoking during pregnancy among women with a recent live birth,Crude Prevalence,,"Multiracial, non-Hispanic"
2019,AZ,Arizona,Cardiovascular Disease,Taking medicine to control high blood pressure among adults with high blood pressure,Crude Prevalence,,"Multiracial, non-Hispanic"
2019,AK,Alaska,Cardiovascular Disease,Taking medicine for high cholesterol among adults,Crude Prevalence,31.7,"White, non-Hispanic"
2019,AR,Arkansas,Diabetes,Diabetes among adults,Age-adjusted Prevalence,26.7,"American Indian or Alaska Native, non-Hispanic"
2019,CA,California,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older",Crude Rate,26.92,"American Indian or Alaska Native, non-Hispanic"
2019,AR,Arkansas,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older",Number,22.0,"Asian or Pacific Islander, non-Hispanic"
2019,AK,Alaska,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",Age-adjusted Rate,,"White, non-Hispanic"
2019,CA,California,Cardiovascular Disease,High blood pressure among adults,Crude Prevalence,31.3,"American Indian or Alaska Native, non-Hispanic"
2019,AK,Alaska,Tobacco,Cigarette smoking during pregnancy among women with a recent live birth,Crude Prevalence,,"Black, non-Hispanic"
2019,AK,Alaska,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older",Age-adjusted Rate,14.85,"Black, non-Hispanic"
2019,AL,Alabama,Cardiovascular Disease,High blood pressure among adults,Age-adjusted Prevalence,56.9,"Multiracial, non-Hispanic"
2019,AK,Alaska,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause",Age-adjusted Rate,62.0,Overall
2019,CA,California,Cardiovascular Disease,Taking medicine for high cholesterol among adults,Crude Prevalence,25.8,"Black, non-Hispanic"
2019,AK,Alaska,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",Age-adjusted Rate,,Hispanic
2019,CA,California,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause",Crude Rate,65.4,"Asian, non-Hispanic"
2019,AR,Arkansas,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",Crude Rate,,"Multiracial, non-Hispanic"
2019,AL,Alabama,Tobacco,Quit attempts in the past year among adult current smokers,Crude Prevalence,,"Asian, non-Hispanic"
2019,AR,Arkansas,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause",Crude Rate,,"American Indian or Alaska Native, non-Hispanic"
2019,AK,Alaska,Tobacco,Cigarette smoking during pregnancy among women with a recent live birth,Crude Prevalence,25.0,"American Indian or Alaska Native, non-Hispanic"
2019,AL,Alabama,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",Number,,"Asian, non-Hispanic"
2019,CA,California,Cardiovascular Disease,High cholesterol among adults who have been screened,Age-adjusted Prevalence,27.0,"White, non-Hispanic"
2019,AR,Arkansas,Tobacco,Quit attempts in the past year among adult current smokers,Age-adjusted Prevalence,,Hispanic
2019,AZ,Arizona,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause",Age-adjusted Rate,136.5,"White, non-Hispanic"
2019,AR,Arkansas,Cardiovascular Disease,Taking medicine for high cholesterol among adults,Age-adjusted Prevalence,31.9,"White, non-Hispanic"
2019,AK,Alaska,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause",Crude Rate,122.5,"White, non-Hispanic"
2019,AK,Alaska,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause",Crude Rate,160.4,"American Indian or Alaska Native, non-Hispanic"
2019,AZ,Arizona,Cardiovascular Disease,High blood pressure among adults,Crude Prevalence,48.7,"Black, non-Hispanic"
2019,CA,California,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause",Number,5887.0,"Asian, non-Hispanic"
2019,AZ,Arizona,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",Age-adjusted Rate,,"American Indian or Alaska Native, non-Hispanic"
2019,CA,California,Cardiovascular Disease,Taking medicine to control high blood pressure among adults with high blood pressure,Crude Prevalence,75.0,"Asian, non-Hispanic"
2019,AZ,Arizona,Tobacco,Current electronic vapor product use among high school students,Crude Prevalence,,"Hawaiian or Pacific Islander, non-Hispanic"
2019,AR,Arkansas,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",Number,,"Multiracial, non-Hispanic"
2019,AL,Alabama,Cardiovascular Disease,Taking medicine to control high blood pressure among adults with high blood pressure,Age-adjusted Prevalence,67.2,Overall
2019,AZ,Arizona,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",Crude Rate,34.1,"Multiracial, non-Hispanic"
2019,AR,Arkansas,Cardiovascular Disease,Taking medicine to control high blood pressure among adults with high blood pressure,Age-adjusted Prevalence,,"Hawaiian or Pacific Islander, non-Hispanic"
2019,CA,California,Cardiovascular Disease,Taking medicine for high cholesterol among adults,Age-adjusted Prevalence,22.4,"Black, non-Hispanic"
2019,AR,Arkansas,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause",Age-adjusted Rate,94.4,Hispanic
2019,AL,Alabama,Tobacco,Current electronic vapor product use among high school students,Crude Prevalence,,"Asian, non-Hispanic"
2019,CA,California,Diabetes,Diabetes among adults,Crude Prevalence,,"American Indian or Alaska Native, non-Hispanic"
2019,AK,Alaska,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older",Crude Rate,7.18,"White, non-Hispanic"
2019,AK,Alaska,Tobacco,Quit attempts in the past year among adult current smokers,Crude Prevalence,,"Black, non-Hispanic"
2019,AK,Alaska,Cardiovascular Disease,Taking medicine to control high blood pressure among adults with high blood pressure,Crude Prevalence,62.2,"White, non-Hispanic"
2019,AR,Arkansas,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause",Age-adjusted Rate,61.0,"Asian, non-Hispanic"
2019,AZ,Arizona,Cardiovascular Disease,High cholesterol among adults who have been screened,Crude Prevalence,33.5,"Black, non-Hispanic"
2019,AR,Arkansas,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",Number,,"Multiracial, non-Hispanic"
2019,AK,Alaska,Tobacco,Current tobacco use of any tobacco product among high school students,Crude Prevalence,31.1,Overall
2019,AL,Alabama,Diabetes,Gestational diabetes among women with a recent live birth,Crude Prevalence,,"American Indian or Alaska Native, non-Hispanic"
2019,AK,Alaska,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause",Age-adjusted Rate,,"Asian, non-Hispanic"
2019,AL,Alabama,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause",Age-adjusted Rate,,Hispanic
2019,AK,Alaska,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",Number,305.0,Overall
2019,AZ,Arizona,Tobacco,Quit attempts in the past year among adult current smokers,Age-adjusted Prevalence,,"Hawaiian or Pacific Islander, non-Hispanic"
2019,AL,Alabama,Cardiovascular Disease,High blood pressure among adults,Age-adjusted Prevalence,73.5,"Black, non-Hispanic"
2019,AR,Arkansas,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",Number,,"Hawaiian or Pacific Islander, non-Hispanic"
2019,AZ,Arizona,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older",Number,10941.0,"White, non-Hispanic"
2019,AL,Alabama,Tobacco,Quit attempts in the past year among adult current smokers,Age-adjusted Prevalence,56.4,"White, non-Hispanic"
2019,AK,Alaska,Tobacco,Current smokeless tobacco use among high school students,Crude Prevalence,10.0,Overall
2019,AL,Alabama,Diabetes,Diabetes among adults,Crude Prevalence,15.3,"American Indian or Alaska Native, non-Hispanic"
2019,AK,Alaska,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause",Number,,"Hawaiian or Pacific Islander, non-Hispanic"
2019,AK,Alaska,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",Crude Rate,45.1,"Asian, non-Hispanic"
2019,AR,Arkansas,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause",Number,4448.0,"White, non-Hispanic"
2019,AZ,Arizona,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",Crude Rate,,"Hawaiian or Pacific Islander, non-Hispanic"
2019,AZ,Arizona,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause",Number,,"Multiracial, non-Hispanic"
2019,AL,Alabama,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",Crude Rate,67.1,Overall
2019,AL,Alabama,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause",Crude Rate,,"Hawaiian or Pacific Islander, non-Hispanic"
2019,AL,Alabama,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",Crude Rate,81.1,"Black, non-Hispanic"
2019,AR,Arkansas,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause",Number,,"American Indian or Alaska Native, non-Hispanic"
2019,AR,Arkansas,Cardiovascular Disease,High blood pressure among adults,Age-adjusted Prevalence,,"Asian, non-Hispanic"
2019,AR,Arkansas,Cardiovascular Disease,High cholesterol among adults who have been screened,Age-adjusted Prevalence,32.3,"White, non-Hispanic"
2019,AK,Alaska,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause",Number,32.0,"Black, non-Hispanic"
2019,AK,Alaska,Cardiovascular Disease,High blood pressure among adults,Age-adjusted Prevalence,50.0,Overall
2019,CA,California,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause",Age-adjusted Rate,65.6,Hispanic
2019,AR,Arkansas,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",Age-adjusted Rate,,"American Indian or Alaska Native, non-Hispanic"
2019,AR,Arkansas,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause",Crude Rate,,"Multiracial, non-Hispanic"
2019,AL,Alabama,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause",Crude Rate,,"Asian, non-Hispanic"
2019,AR,Arkansas,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",Crude Rate,18.2,Hispanic
2019,AZ,Arizona,Cardiovascular Disease,Taking medicine for high cholesterol among adults,Age-adjusted Prevalence,32.0,"Asian, non-Hispanic"
2019,AL,Alabama,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause",Age-adjusted Rate,,"Multiracial, non-Hispanic"
2019,AZ,Arizona,Cardiovascular Disease,Taking medicine to control high blood pressure among adults with high blood pressure,Crude Prevalence,79.4,"White, non-Hispanic"
2019,AK,Alaska,Cardiovascular Disease,Taking medicine for high cholesterol among adults,Crude Prevalence,,Hispanic
2019,AR,Arkansas,Tobacco,Cigarette smoking during pregnancy among women with a recent live birth,Crude Prevalence,,"Asian, non-Hispanic"
2019,AK,Alaska,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause",Age-adjusted Rate,147.0,"Multiracial, non-Hispanic"
2019,CA,California,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older",Crude Rate,27.32,Hispanic
2019,AR,Arkansas,Tobacco,Current cigarette smoking among adults,Age-adjusted Prevalence,21.2,Overall
2019,AR,Arkansas,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause",Crude Rate,131.8,"Black, non-Hispanic"
2019,AZ,Arizona,Tobacco,Current cigarette smoking among adults,Age-adjusted Prevalence,,"Asian, non-Hispanic"
2019,AL,Alabama,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause",Age-adjusted Rate,62.5,"American Indian or Alaska Native, non-Hispanic"
2019,AZ,Arizona,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause",Crude Rate,36.3,Hispanic
2019,AZ,Arizona,Tobacco,Current smokeless tobacco use among high school students,Crude Prevalence,3.4,"Asian, non-Hispanic"
2019,AR,Arkansas,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older",Crude Rate,20.48,"White, non-Hispanic"
2019,AK,Alaska,Tobacco,Current smokeless tobacco use among high school students,Crude Prevalence,1.8,"Asian, non-Hispanic"
2019,AL,Alabama,Tobacco,Current cigarette smoking among adults,Age-adjusted Prevalence,30.0,"American Indian or Alaska Native, non-Hispanic"
2019,AK,Alaska,Diabetes,Diabetes among adults,Crude Prevalence,,"American Indian or Alaska Native, non-Hispanic"
2019,AL,Alabama,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",Age-adjusted Rate,2.6,"Black, non-Hispanic"
2019,CA,California,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause",Crude Rate,205.5,"Hawaiian or Pacific Islander, non-Hispanic"
2019,AR,Arkansas,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause",Crude Rate,287.3,Overall
